Accno	Trimpoints Used	Used Trimmed Length	Orig Trimpoints	Orig Trimmed Length	Raw Length
HSKHDBE02FJ693	59-340	282	15-340	326	554
HSKHDBE02IIX4O	55-475	421	15-475	461	518
HSKHDBE02J1ROM	59-354	296	15-354	340	525
HSKHDBE02HRHW1	57-405	349	15-405	391	524
HSKHDBE02JG04J	57-334	278	15-366	352	518
HSKHDBE02H60IT	54-284	231	15-284	270	663
HSKHDBE02I1M5F	57-426	370	15-426	412	545
HSKHDBE02HC8FL	56-480	425	15-480	466	519
HSKHDBE02HI5Z5	57-299	243	15-299	285	563
HSKHDBE02G0CKW	59-488	430	15-488	474	529
HSKHDBE02FLJ04	56-368	313	15-368	354	520
HSKHDBE02HBHBL	56-490	435	15-490	476	496
HSKHDBE02J2XXA	59-327	269	15-327	313	534
HSKHDBE02GMSSF	61-507	447	15-507	493	518
HSKHDBE02HTFG5	59-358	300	15-358	344	543
HSKHDBE02G7VBX	53-283	231	15-283	269	547
HSKHDBE02IQZMO	61-177	117	15-177	163	567
HSKHDBE02G7IEI	62-320	259	15-320	306	515
HSKHDBE02IUSIU	58-119	62	15-119	105	528
HSKHDBE02GL22U	59-378	320	15-413	399	528
HSKHDBE02IEZZX	55-441	387	15-441	427	514
HSKHDBE02IXSM6	54-360	307	15-360	346	509
HSKHDBE02HV93F	54-430	377	15-430	416	523
HSKHDBE02GWX8S	59-378	320	15-413	399	520
HSKHDBE02ID1DJ	57-321	265	15-321	307	497
HSKHDBE02FG9VU	57-115	59	15-115	101	649
HSKHDBE02HEWSA	61-439	379	15-447	433	521
HSKHDBE02FXYUV	62-377	316	15-377	363	523
HSKHDBE02FOFOW	57-335	279	15-335	321	525
HSKHDBE02GOIV8	55-458	404	15-458	444	522
HSKHDBE02FGEXV	61-464	404	15-480	466	521
HSKHDBE02GLJYM	57-388	332	15-388	374	501
HSKHDBE02GUX6O	54-61	8	15-61	47	851
HSKHDBE02GQDG5	93-476	384	15-476	462	523
HSKHDBE02JL8YU	55-392	338	15-392	378	525
HSKHDBE02JEYLI	59-350	292	15-350	336	558
HSKHDBE02I85FS	56-428	373	15-428	414	575
HSKHDBE02HJYMO	57-342	286	15-342	328	503
HSKHDBE02J5SJ7	58-348	291	15-348	334	509
HSKHDBE02H87BM	56-315	260	15-315	301	528
HSKHDBE02I21LF	57-383	327	15-383	369	540
HSKHDBE02FE3TT	61-176	116	15-176	162	624
HSKHDBE02GJDXY	57-437	381	15-437	423	447
HSKHDBE02IFNEB	56-439	384	15-439	425	557
HSKHDBE02JXHLQ	55-352	298	15-352	338	529
HSKHDBE02IZ2L6	54-354	301	15-354	340	505
HSKHDBE02JCTRL	58-395	338	15-395	381	515
HSKHDBE02GWHZ2	59-394	336	15-394	380	532
HSKHDBE02JNKPD	75-108	34	15-108	94	109
HSKHDBE02FFC49	56-220	165	15-220	206	630
HSKHDBE02FQMHS	57-283	227	15-283	269	543
HSKHDBE02FMUOJ	56-346	291	15-354	340	497
HSKHDBE02H5V7Q	58-299	242	15-299	285	555
HSKHDBE02F00JL	56-374	319	15-374	360	500
HSKHDBE02IATCH	59-336	278	15-336	322	536
HSKHDBE02II7HU	60-218	159	15-218	204	510
HSKHDBE02H7BE2	59-380	322	15-395	381	521
HSKHDBE02GMLOF	57-407	351	15-407	393	531
HSKHDBE02G7JKK	56-389	334	15-389	375	496
HSKHDBE02H6HFA	54-399	346	15-399	385	522
HSKHDBE02G8BYE	56-295	240	15-295	281	533
HSKHDBE02H8CNY	57-335	279	15-335	321	494
HSKHDBE02HC6QA	57-357	301	15-357	343	527
HSKHDBE02H3NYH	56-453	398	15-453	439	501
HSKHDBE02GJOU3	55-406	352	15-406	392	542
HSKHDBE02IAGMD	60-389	330	15-389	375	499
HSKHDBE02JIO2M	56-250	195	15-250	236	618
HSKHDBE02F9ZR8	55-458	404	15-458	444	525
HSKHDBE02IG0JN	61-468	408	15-470	456	522
HSKHDBE02IEN9I	60-390	331	15-390	376	509
HSKHDBE02JU3RH	59-335	277	15-346	332	509
HSKHDBE02GRR8K	56-424	369	15-424	410	530
HSKHDBE02HBW2T	93-515	423	15-515	501	522
HSKHDBE02HA55Y	62-342	281	15-342	328	518
HSKHDBE02I452Y	59-356	298	15-356	342	498
HSKHDBE02I0CHQ	54-302	249	15-302	288	568
HSKHDBE02FXJYK	57-430	374	15-430	416	546
HSKHDBE02HQHQH	59-75	17	15-76	62	522
HSKHDBE02HPL38	55-497	443	15-511	497	513
HSKHDBE02HNN2C	56-392	337	15-392	378	521
HSKHDBE02FF8TE	59-487	429	15-487	473	505
HSKHDBE02JW22S	55-352	298	15-352	338	522
HSKHDBE02HZVIC	56-422	367	15-422	408	508
HSKHDBE02H9HDR	57-404	348	15-404	390	523
HSKHDBE02HAI7J	55-443	389	15-443	429	523
HSKHDBE02J5AUP	57-327	271	15-327	313	486
HSKHDBE02HHK24	57-334	278	15-362	348	506
HSKHDBE02GO45N	59-442	384	15-450	436	512
HSKHDBE02GM33O	57-444	388	15-444	430	494
HSKHDBE02HUGO2	55-154	100	15-154	140	691
HSKHDBE02F1IOD	56-189	134	15-189	175	531
HSKHDBE02ILK6E	56-393	338	15-393	379	551
HSKHDBE02IVRUN	54-428	375	15-428	414	520
HSKHDBE02HQS11	57-301	245	15-327	313	524
HSKHDBE02GKBCJ	59-471	413	15-471	457	519
HSKHDBE02HHJDA	56-474	419	15-474	460	495
HSKHDBE02JCRTV	57-327	271	15-327	313	488
HSKHDBE02G6EAZ	53-164	112	15-164	150	674
HSKHDBE02H7LSX	55-361	307	14-361	348	538
HSKHDBE02H2V2I	57-304	248	15-304	290	524
HSKHDBE02H0O93	57-318	262	15-318	304	536
HSKHDBE02HNIZV	61-339	279	15-339	325	517
HSKHDBE02JBW3U	57-339	283	15-339	325	532
HSKHDBE02HHUOX	54-105	52	15-105	91	590
HSKHDBE02IUAYN	59-287	229	15-287	273	674
HSKHDBE02IOAG1	59-421	363	15-421	407	529
HSKHDBE02IK54H	54-349	296	15-349	335	520
HSKHDBE02JB3S1	59-324	266	15-324	310	524
HSKHDBE02HMIUC	58-230	173	15-261	247	627
HSKHDBE02GZHQC	59-138	80	15-138	124	429
HSKHDBE02J1Z0Y	55-372	318	15-372	358	518
HSKHDBE02JO20J	56-367	312	15-367	353	502
HSKHDBE02INV9H	59-416	358	15-416	402	543
HSKHDBE02JDPJO	56-80	25	15-80	66	627
HSKHDBE02HG9WR	59-496	438	15-496	482	512
HSKHDBE02JQ4C8	57-237	181	15-237	223	720
HSKHDBE02JESY8	53-365	313	15-365	351	548
HSKHDBE02H5B9G	62-319	258	15-319	305	512
HSKHDBE02IDT7Y	53-398	346	15-408	394	505
HSKHDBE02JXWUX	55-297	243	15-297	283	538
HSKHDBE02JPKWT	58-281	224	15-281	267	547
HSKHDBE02GJ19P	56-290	235	15-290	276	746
HSKHDBE02HNUQ5	57-305	249	15-305	291	523
HSKHDBE02IJ2WN	54-377	324	15-427	413	456
HSKHDBE02GKMSA	56-183	128	15-199	185	632
HSKHDBE02IO7KV	53-412	360	15-412	398	535
HSKHDBE02IXOUA	58-339	282	15-339	325	507
HSKHDBE02JSGIQ	56-332	277	15-332	318	531
HSKHDBE02GZ5MK	61-338	278	15-338	324	600
HSKHDBE02F5FSA	55-420	366	15-420	406	529
HSKHDBE02JW1MC	58-182	125	15-182	168	543
HSKHDBE02FEUDK	56-123	68	15-131	117	879
HSKHDBE02GNFXD	56-429	374	15-429	415	501
HSKHDBE02HNY2W	56-314	259	15-314	300	531
HSKHDBE02G0S1X	55-453	399	15-453	439	526
HSKHDBE02J1FNI	56-386	331	15-416	402	478
HSKHDBE02IR6W0	56-345	290	15-345	331	497
HSKHDBE02HCT5U	56-397	342	15-397	383	520
HSKHDBE02IPK04	55-303	249	15-303	289	543
HSKHDBE02J0XYZ	57-358	302	15-358	344	503
HSKHDBE02HAVAB	56-466	411	15-481	467	548
HSKHDBE02GKGSG	54-430	377	15-430	416	526
HSKHDBE02JIYL7	59-436	378	15-436	422	513
HSKHDBE02GXLB7	59-378	320	15-408	394	533
HSKHDBE02GUV97	53-362	310	15-362	348	538
HSKHDBE02INZ93	59-267	209	15-275	261	701
HSKHDBE02GCF2Y	55-427	373	15-427	413	515
HSKHDBE02H2BQB	57-303	247	15-303	289	504
HSKHDBE02FQZMF	58-369	312	15-369	355	476
HSKHDBE02F4KX9	57-402	346	15-414	400	495
HSKHDBE02H9SLK	59-335	277	15-359	345	480
HSKHDBE02GTY0L	58-150	93	15-150	136	626
HSKHDBE02FMNCV	59-412	354	15-412	398	519
HSKHDBE02IYH10	56-150	95	15-150	136	544
HSKHDBE02J7EHX	60-90	31	15-90	76	663
HSKHDBE02F1B68	55-471	417	15-471	457	504
HSKHDBE02F4Y71	57-375	319	15-375	361	495
HSKHDBE02HTY12	56-407	352	15-407	393	530
HSKHDBE02FZPI0	54-349	296	15-361	347	511
HSKHDBE02IARXP	56-398	343	15-398	384	499
HSKHDBE02IDBS6	37-45	9	15-45	31	941
HSKHDBE02GAXD6	56-334	279	15-334	320	538
HSKHDBE02IK7AO	93-461	369	15-461	447	486
HSKHDBE02JE48L	59-285	227	15-285	271	532
HSKHDBE02GY8ZI	53-415	363	15-415	401	536
HSKHDBE02HZ0FB	57-196	140	15-196	182	876
HSKHDBE02H93I1	59-454	396	15-461	447	514
HSKHDBE02IHA1K	55-397	343	15-397	383	532
HSKHDBE02GNI6R	56-358	303	15-375	361	548
HSKHDBE02HO5B9	55-373	319	15-373	359	524
HSKHDBE02F6JFD	57-247	191	15-247	233	665
HSKHDBE02HNODZ	61-107	47	15-115	101	804
HSKHDBE02GPVA6	56-413	358	15-422	408	548
HSKHDBE02FJFA7	56-415	360	15-415	401	516
HSKHDBE02G5V4U	61-90	30	15-117	103	589
HSKHDBE02IO34U	58-364	307	15-364	350	514
HSKHDBE02JIGYQ	59-290	232	15-299	285	554
HSKHDBE02IG5YZ	59-350	292	15-350	336	543
HSKHDBE02JHG3V	59-413	355	15-413	399	506
HSKHDBE02F2BAN	57-422	366	15-422	408	508
HSKHDBE02GFBM3	36-36	1	15-52	38	599
HSKHDBE02HRILJ	55-380	326	15-380	366	533
HSKHDBE02JT47X	55-382	328	15-382	368	542
HSKHDBE02GNTEW	56-379	324	15-379	365	495
HSKHDBE02F5O26	58-382	325	15-392	378	541
HSKHDBE02JO9B5	59-373	315	15-373	359	530
HSKHDBE02H1FHY	57-325	269	15-325	311	556
HSKHDBE02IL6DN	55-353	299	15-353	339	528
HSKHDBE02IX417	93-399	307	15-431	417	495
HSKHDBE02IQ1EK	56-287	232	15-339	325	380
HSKHDBE02I05FX	37-60	24	15-60	46	747
HSKHDBE02HKBER	59-157	99	15-157	143	566
HSKHDBE02JSQSR	57-327	271	15-327	313	482
HSKHDBE02ITY2G	58-379	322	15-379	365	523
HSKHDBE02GPGBM	61-451	391	15-451	437	524
HSKHDBE02IC8AJ	57-522	466	15-522	508	525
HSKHDBE02JAOHE	57-350	294	15-350	336	519
HSKHDBE02JISTF	55-178	124	15-178	164	525
HSKHDBE02HEEUU	58-308	251	15-308	294	528
HSKHDBE02I7H6Q	61-299	239	15-299	285	527
HSKHDBE02H68YM	57-248	192	15-263	249	534
HSKHDBE02IK30U	59-386	328	15-386	372	510
HSKHDBE02HH8J7	55-105	51	15-105	91	583
HSKHDBE02J1S2G	56-362	307	15-362	348	373
HSKHDBE02G5L37	57-207	151	15-224	210	610
HSKHDBE02J3BM1	55-351	297	15-351	337	510
HSKHDBE02G6ACA	62-412	351	15-412	398	515
HSKHDBE02JIRD7	56-370	315	15-370	356	527
HSKHDBE02GFHT8	57-284	228	15-284	270	536
HSKHDBE02IRVFR	57-388	332	15-388	374	484
HSKHDBE02GXX2Y	57-118	62	15-118	104	457
HSKHDBE02HME22	55-372	318	15-372	358	518
HSKHDBE02JI20H	59-339	281	15-339	325	547
HSKHDBE02IJP7R	58-148	91	15-175	161	353
HSKHDBE02I0P5G	61-385	325	15-385	371	523
HSKHDBE02JS2XC	56-453	398	15-453	439	532
HSKHDBE02IRP2F	56-349	294	15-349	335	510
HSKHDBE02IVN17	59-482	424	15-482	468	516
HSKHDBE02H3NGV	59-367	309	15-367	353	520
HSKHDBE02F48IU	55-270	216	15-271	257	510
HSKHDBE02FWNI4	56-419	364	15-419	405	497
HSKHDBE02F0VKH	55-487	433	15-488	474	522
HSKHDBE02H5PHA	56-323	268	15-323	309	513
HSKHDBE02GHQ3P	56-351	296	15-351	337	533
HSKHDBE02FOOPP	57-168	112	15-168	154	683
HSKHDBE02IXHVU	56-399	344	15-399	385	563
HSKHDBE02GZQ70	58-377	320	15-407	393	517
HSKHDBE02JS0OL	56-400	345	15-410	396	497
HSKHDBE02JKA7D	58-434	377	15-434	420	514
HSKHDBE02JU7RT	55-338	284	15-338	324	525
HSKHDBE02GL27B	56-56	1	15-56	42	564
HSKHDBE02H830D	56-471	416	15-471	457	494
HSKHDBE02IIJSL	56-345	290	15-345	331	496
HSKHDBE02G76GH	62-333	272	15-333	319	517
HSKHDBE02IIWYN	59-348	290	15-357	343	437
HSKHDBE02J1PZV	58-312	255	15-312	298	499
HSKHDBE02FR0ZL	56-372	317	15-372	358	506
HSKHDBE02IKUBI	58-354	297	15-354	340	521
HSKHDBE02GB877	57-368	312	15-368	354	376
HSKHDBE02FI7Z9	55-387	333	15-387	373	525
HSKHDBE02JSX0Z	57-272	216	15-272	258	500
HSKHDBE02I0OR3	56-262	207	15-262	248	495
HSKHDBE02ITO6H	56-102	47	15-102	88	532
HSKHDBE02JGY1Y	56-398	343	15-398	384	505
HSKHDBE02H9645	57-336	280	15-336	322	507
HSKHDBE02HGKI4	61-296	236	15-296	282	297
HSKHDBE02HSHQD	59-435	377	15-435	421	511
HSKHDBE02JVMHX	54-169	116	15-169	155	640
HSKHDBE02GXX4R	54-274	221	15-274	260	556
HSKHDBE02JOLA9	59-335	277	15-338	324	489
HSKHDBE02HF2SO	56-435	380	15-447	433	507
HSKHDBE02JNJ1J	57-360	304	15-360	346	492
HSKHDBE02GSBME	59-434	376	15-434	420	529
HSKHDBE02HZ5CE	37-85	49	15-85	71	543
HSKHDBE02GY7SS	56-238	183	15-238	224	567
HSKHDBE02I8T9J	62-357	296	15-357	343	532
HSKHDBE02FTZ4Y	54-264	211	15-264	250	510
HSKHDBE02HI3Z3	59-396	338	15-396	382	514
HSKHDBE02HHUDD	57-330	274	15-330	316	496
HSKHDBE02JUUQ3	57-363	307	15-363	349	512
HSKHDBE02J6TLD	89-339	251	15-339	325	550
HSKHDBE02HMGSZ	53-253	201	14-253	240	679
HSKHDBE02GFPN6	59-197	139	15-197	183	631
HSKHDBE02GTCPI	59-497	439	15-497	483	532
HSKHDBE02HP1JM	59-426	368	15-426	412	512
HSKHDBE02G7EE1	54-358	305	15-358	344	518
HSKHDBE02H7MIJ	56-398	343	15-398	384	496
HSKHDBE02JWX7F	54-346	293	15-346	332	534
HSKHDBE02IGMPQ	54-329	276	15-329	315	526
HSKHDBE02H2GQE	56-137	82	15-137	123	663
HSKHDBE02GYYMK	37-47	11	15-47	33	684
HSKHDBE02HYJHZ	58-336	279	15-336	322	520
HSKHDBE02HH4CY	61-468	408	15-488	474	523
HSKHDBE02HJZ9J	59-428	370	15-428	414	521
HSKHDBE02F0BII	58-421	364	15-421	407	511
HSKHDBE02JV5VR	56-159	104	15-159	145	651
HSKHDBE02FUOH6	54-125	72	15-125	111	545
HSKHDBE02GR6EK	55-426	372	15-426	412	526
HSKHDBE02JW682	58-348	291	15-348	334	510
HSKHDBE02I116G	56-358	303	15-385	371	567
HSKHDBE02HLC35	57-377	321	15-377	363	559
HSKHDBE02FXOSC	59-436	378	15-436	422	515
HSKHDBE02H7SB7	56-292	237	15-292	278	491
HSKHDBE02I5G7V	57-334	278	15-334	320	497
HSKHDBE02GJXDR	56-496	441	15-496	482	498
HSKHDBE02I1QIE	57-393	337	15-393	379	538
HSKHDBE02JHNLF	56-375	320	15-375	361	527
HSKHDBE02IFPII	54-347	294	15-378	364	540
HSKHDBE02IROQC	56-355	300	15-355	341	523
HSKHDBE02HDS0R	60-334	275	15-334	320	501
HSKHDBE02JJYGU	58-338	281	15-338	324	518
HSKHDBE02FO33R	54-436	383	15-436	422	498
HSKHDBE02GZCJR	55-407	353	15-407	393	511
HSKHDBE02JTZAN	62-422	361	15-422	408	514
HSKHDBE02HSBDP	57-379	323	15-379	365	499
HSKHDBE02H7FOQ	59-447	389	15-447	433	514
HSKHDBE02FE0OH	53-182	130	15-182	168	798
HSKHDBE02FNI1A	57-167	111	15-167	153	684
HSKHDBE02JRDFF	57-277	221	15-277	263	526
HSKHDBE02GJQ67	59-500	442	15-500	486	532
HSKHDBE02F1LFX	37-60	24	15-60	46	615
HSKHDBE02G3TWH	55-369	315	15-369	355	533
HSKHDBE02FS3QO	52-52	1	15-52	38	746
HSKHDBE02IPABA	56-350	295	15-350	336	507
HSKHDBE02GOJU1	54-493	440	15-493	479	513
HSKHDBE02HDK8A	55-445	391	15-445	431	527
HSKHDBE02JRAQE	58-327	270	15-327	313	555
HSKHDBE02JEHEE	55-366	312	15-366	352	523
HSKHDBE02H9W2C	55-173	119	15-173	159	551
HSKHDBE02FVUHB	61-442	382	15-442	428	521
HSKHDBE02IEV2C	57-419	363	15-419	405	512
HSKHDBE02HB6ZX	56-386	331	15-386	372	501
HSKHDBE02GG2G9	55-204	150	15-204	190	510
HSKHDBE02G04EB	36-36	1	15-52	38	544
HSKHDBE02HNFA6	54-387	334	15-387	373	519
HSKHDBE02JZO5L	56-350	295	15-350	336	561
HSKHDBE02IQ0E0	55-486	432	15-486	472	519
HSKHDBE02G4648	56-407	352	15-407	393	565
HSKHDBE02GHUYJ	56-409	354	15-409	395	504
HSKHDBE02JT1DJ	56-353	298	15-353	339	576
HSKHDBE02G0NXF	62-378	317	15-378	364	514
HSKHDBE02FO6RY	55-378	324	15-378	364	522
HSKHDBE02FST90	54-112	59	15-112	98	715
HSKHDBE02HO2IN	62-184	123	15-184	170	840
HSKHDBE02IX1TE	57-358	302	15-358	344	529
HSKHDBE02IPY1W	54-441	388	15-441	427	464
HSKHDBE02IDLH6	55-392	338	15-392	378	514
HSKHDBE02HC9SI	55-99	45	15-99	85	1002
HSKHDBE02GASQZ	56-362	307	15-362	348	514
HSKHDBE02JPPYF	53-252	200	15-252	238	567
HSKHDBE02G9DUS	59-433	375	15-433	419	527
HSKHDBE02IQDM8	57-341	285	15-341	327	532
HSKHDBE02I5KY3	59-359	301	15-359	345	524
HSKHDBE02HVXWZ	55-166	112	15-166	152	539
HSKHDBE02JTK0S	56-358	303	15-379	365	559
HSKHDBE02FUEER	55-386	332	15-386	372	521
HSKHDBE02HFEIW	59-389	331	15-389	375	506
HSKHDBE02IF7W7	56-401	346	15-415	401	531
HSKHDBE02GII2E	59-456	398	15-512	498	516
HSKHDBE02ITZJZ	60-366	307	15-366	352	495
HSKHDBE02H78AS	59-456	398	15-512	498	516
HSKHDBE02JSELI	57-69	13	15-78	64	542
HSKHDBE02HJH0I	58-449	392	15-449	435	508
HSKHDBE02GLTBP	54-422	369	15-422	408	522
HSKHDBE02HASSG	55-215	161	15-215	201	614
HSKHDBE02G4KPK	54-419	366	15-419	405	522
HSKHDBE02IBS4Q	54-327	274	15-327	313	515
HSKHDBE02FS9CE	58-301	244	15-301	287	583
HSKHDBE02ISDFO	56-284	229	15-284	270	551
HSKHDBE02IE0X2	59-378	320	15-412	398	532
HSKHDBE02G77C5	59-225	167	15-233	219	512
HSKHDBE02FKPW7	59-425	367	15-425	411	523
HSKHDBE02GLT02	58-211	154	15-211	197	718
HSKHDBE02IAXLE	93-441	349	15-441	427	510
HSKHDBE02G15CA	57-461	405	15-461	447	542
HSKHDBE02J44NC	62-327	266	15-327	313	620
HSKHDBE02GYVI8	59-441	383	15-441	427	521
HSKHDBE02H6RC1	59-418	360	15-418	404	504
HSKHDBE02HJVZ6	59-495	437	15-495	481	531
HSKHDBE02J0CRE	59-471	413	15-471	457	541
HSKHDBE02JVF9R	56-387	332	15-387	373	521
HSKHDBE02GPDNO	59-507	449	15-507	493	534
HSKHDBE02HERC7	56-427	372	15-427	413	555
HSKHDBE02IZFF2	60-333	274	15-333	319	512
HSKHDBE02I64D3	58-330	273	15-330	316	525
HSKHDBE02GRCDJ	58-342	285	15-342	328	485
HSKHDBE02H0B16	55-361	307	15-361	347	545
HSKHDBE02HNVHZ	53-266	214	15-322	308	356
HSKHDBE02G9Z5A	53-355	303	15-355	341	547
HSKHDBE02G69MO	55-473	419	15-473	459	514
HSKHDBE02GHKQE	55-409	355	15-414	400	518
HSKHDBE02IY132	55-312	258	15-312	298	532
HSKHDBE02GMQJI	57-382	326	15-382	368	538
HSKHDBE02GFMPW	56-429	374	15-429	415	503
HSKHDBE02JMMVZ	59-341	283	15-371	357	498
HSKHDBE02H7LQW	55-387	333	15-387	373	534
HSKHDBE02HNCPI	57-183	127	15-183	169	507
HSKHDBE02IIMZH	57-301	245	15-327	313	536
HSKHDBE02JPFGF	54-340	287	14-340	327	509
HSKHDBE02IUR8A	59-442	384	15-450	436	512
HSKHDBE02H2B7M	56-92	37	15-100	86	879
HSKHDBE02HDS4Z	56-342	287	15-342	328	516
HSKHDBE02HW7FF	59-421	363	15-421	407	431
HSKHDBE02IOYNE	59-363	305	15-363	349	518
HSKHDBE02G07KS	57-355	299	15-355	341	379
HSKHDBE02GGYVY	57-337	281	15-337	323	493
HSKHDBE02GZZC5	55-485	431	15-485	471	518
HSKHDBE02JGP2J	56-467	412	15-476	462	501
HSKHDBE02JAS3I	58-337	280	15-337	323	344
HSKHDBE02JXPN9	54-306	253	15-306	292	510
HSKHDBE02FZ5ZX	57-118	62	15-118	104	503
HSKHDBE02GKZ51	59-385	327	15-385	371	402
HSKHDBE02FHRN7	56-94	39	15-102	88	751
HSKHDBE02IFMI0	60-343	284	15-343	329	510
HSKHDBE02JY050	55-369	315	15-369	355	525
HSKHDBE02GMJ3T	60-364	305	15-364	350	544
HSKHDBE02I73IY	57-114	58	15-114	100	556
HSKHDBE02GNM47	56-355	300	15-355	341	618
HSKHDBE02JH8IA	57-410	354	15-410	396	552
HSKHDBE02GTEEE	55-279	225	15-279	265	282
HSKHDBE02JX3QA	55-375	321	15-375	361	539
HSKHDBE02FSDPN	55-351	297	15-351	337	534
HSKHDBE02JBH7X	57-351	295	15-351	337	486
HSKHDBE02H03V9	56-340	285	15-340	326	549
HSKHDBE02G0635	57-451	395	15-459	445	499
HSKHDBE02IOE7W	59-311	253	15-311	297	533
HSKHDBE02I8M1Z	57-97	41	15-97	83	340
HSKHDBE02F8M5O	56-332	277	15-359	345	539
HSKHDBE02I25J0	56-377	322	15-378	364	533
HSKHDBE02GIW19	59-148	90	15-148	134	750
HSKHDBE02HUEY5	58-186	129	15-186	172	560
HSKHDBE02GES73	56-388	333	15-388	374	515
HSKHDBE02JIIU3	61-390	330	15-390	376	531
HSKHDBE02IRQ17	56-365	310	15-365	351	524
HSKHDBE02GSQTJ	59-328	270	15-328	314	549
HSKHDBE02F0M8U	59-415	357	15-415	401	516
HSKHDBE02H1UR0	58-378	321	15-378	364	515
HSKHDBE02GCV9W	55-358	304	15-358	344	522
HSKHDBE02I8OYG	57-458	402	15-458	444	546
HSKHDBE02HAQ47	58-325	268	15-325	311	521
HSKHDBE02J1KSV	61-80	20	15-80	66	561
HSKHDBE02JHJ7Z	56-404	349	15-404	390	518
HSKHDBE02GR3IX	55-317	263	15-317	303	549
HSKHDBE02H3D8Y	57-469	413	15-469	455	499
HSKHDBE02IOX99	56-276	221	15-276	262	597
HSKHDBE02HQP9C	54-328	275	15-329	315	513
HSKHDBE02J2QDD	59-382	324	15-382	368	533
HSKHDBE02I8D1S	57-305	249	15-305	291	498
HSKHDBE02HV0LL	55-273	219	15-289	275	730
HSKHDBE02HCGH4	58-394	337	15-394	380	512
HSKHDBE02H2RKB	57-61	5	15-61	47	836
HSKHDBE02HJ4JT	53-53	1	15-53	39	588
HSKHDBE02HGUGE	58-374	317	15-374	360	562
HSKHDBE02GQBOF	53-363	311	15-363	349	537
HSKHDBE02IAA0F	59-342	284	15-342	328	536
HSKHDBE02GUJ98	57-336	280	15-336	322	515
HSKHDBE02FIJKW	57-411	355	15-411	397	525
HSKHDBE02HD66A	55-523	469	15-523	509	526
HSKHDBE02H8NIV	59-372	314	15-372	358	528
HSKHDBE02J153I	57-353	297	15-353	339	593
HSKHDBE02H4DKP	59-362	304	15-362	348	518
HSKHDBE02GUDWA	57-344	288	15-344	330	524
HSKHDBE02HANE3	61-440	380	15-440	426	507
HSKHDBE02I4054	54-355	302	15-355	341	529
HSKHDBE02ISCBM	56-149	94	15-177	163	305
HSKHDBE02I9OM1	56-129	74	15-129	115	582
HSKHDBE02I9QI8	56-375	320	15-375	361	526
HSKHDBE02FX9ZM	55-380	326	15-380	366	525
HSKHDBE02G24T9	56-472	417	15-472	458	491
HSKHDBE02JQPHM	58-112	55	15-112	98	544
HSKHDBE02IZ2HB	55-398	344	15-398	384	532
HSKHDBE02I4JQ4	55-164	110	15-164	150	508
HSKHDBE02G57HQ	57-401	345	15-401	387	517
HSKHDBE02I8URQ	56-175	120	15-175	161	639
HSKHDBE02HSF7U	57-122	66	15-122	108	512
HSKHDBE02JOG0P	58-344	287	15-344	330	516
HSKHDBE02G4TXI	57-401	345	15-418	404	497
HSKHDBE02G9S1R	58-314	257	15-327	313	553
HSKHDBE02HQDF6	54-316	263	15-316	302	513
HSKHDBE02JUMBE	55-300	246	15-300	286	535
HSKHDBE02FRG9T	55-360	306	15-360	346	368
HSKHDBE02FF0KR	57-146	90	15-146	132	695
HSKHDBE02GKQ7T	56-332	277	15-332	318	592
HSKHDBE02GJDNQ	56-509	454	15-521	507	552
HSKHDBE02GEM9Z	58-333	276	15-333	319	520
HSKHDBE02I075F	54-310	257	15-310	296	608
HSKHDBE02F3RTA	54-66	13	15-66	52	794
HSKHDBE02I22QL	62-285	224	15-285	271	524
HSKHDBE02J2IYS	56-335	280	15-335	321	510
HSKHDBE02HZIE1	53-363	311	15-363	349	560
HSKHDBE02HMZMP	56-483	428	15-483	469	493
HSKHDBE02IJDNX	93-332	240	15-347	333	522
HSKHDBE02JSHKG	55-123	69	15-126	112	541
HSKHDBE02JDF7C	55-317	263	15-317	303	536
HSKHDBE02FOW84	56-439	384	15-465	451	548
HSKHDBE02JPYVX	56-461	406	15-461	447	560
HSKHDBE02IWQH4	58-313	256	15-313	299	545
HSKHDBE02GESRD	59-357	299	15-357	343	521
HSKHDBE02JYNNQ	62-311	250	15-311	297	512
HSKHDBE02HTYSY	54-349	296	15-351	337	535
HSKHDBE02I14TK	59-260	202	15-260	246	582
HSKHDBE02HDF6N	62-280	219	15-280	266	609
HSKHDBE02IUYL6	57-418	362	15-418	404	509
HSKHDBE02GOSP8	59-379	321	15-412	398	532
HSKHDBE02J0E9D	58-171	114	15-171	157	511
HSKHDBE02JKUY1	56-236	181	15-244	230	565
HSKHDBE02J0X8I	55-397	343	15-397	383	517
HSKHDBE02FV0SP	57-322	266	15-322	308	506
HSKHDBE02FOE0J	55-420	366	15-420	406	502
HSKHDBE02GU5JC	59-390	332	15-390	376	514
HSKHDBE02G0FPH	56-393	338	15-393	379	541
HSKHDBE02H87YH	57-402	346	15-406	392	495
HSKHDBE02JVSCX	56-391	336	15-391	377	524
HSKHDBE02GQZ8Y	57-391	335	15-391	377	486
HSKHDBE02HKUMA	53-355	303	15-355	341	546
HSKHDBE02GD5WL	54-336	283	15-367	353	501
HSKHDBE02FUQ9H	37-46	10	15-46	32	728
HSKHDBE02H6MGE	53-347	295	15-347	333	656
HSKHDBE02FVLIY	59-418	360	15-418	404	528
