Accno	Trimpoints Used	Used Trimmed Length	Orig Trimpoints	Orig Trimmed Length	Raw Length
HSKHDBE01BSUT0	61-450	390	15-450	436	473
HSKHDBE01A2RUY	54-462	409	15-462	448	505
HSKHDBE01DKKQY	57-361	305	15-361	347	529
HSKHDBE01AG8VL	59-428	370	15-428	414	509
HSKHDBE01B269L	56-387	332	15-387	373	525
HSKHDBE01CYGMV	56-458	403	15-467	453	519
HSKHDBE01D38I8	59-123	65	15-123	109	686
HSKHDBE01EPFJW	60-431	372	15-433	419	495
HSKHDBE01C9UP8	57-372	316	15-372	358	492
HSKHDBE01AMDVB	58-230	173	15-252	238	527
HSKHDBE01DVH5U	58-415	358	15-415	401	506
HSKHDBE01B3R1M	57-510	454	15-538	524	542
HSKHDBE01AHB8T	59-354	296	15-354	340	580
HSKHDBE01BUCWV	57-456	400	15-456	442	542
HSKHDBE01BB01C	59-375	317	15-375	361	514
HSKHDBE01CPSZW	56-434	379	15-434	420	513
HSKHDBE01AKD34	56-260	205	15-260	246	546
HSKHDBE01D3SU1	61-464	404	15-464	450	472
HSKHDBE01C6FIK	37-48	12	15-48	34	958
HSKHDBE01DXNNG	58-502	445	15-502	488	508
HSKHDBE01CUII7	91-480	390	15-480	466	516
HSKHDBE01AXHWX	62-399	338	15-399	385	499
HSKHDBE01D2LV0	57-406	350	15-406	392	535
HSKHDBE01D5P3K	58-423	366	15-442	428	552
HSKHDBE01B1IXM	62-337	276	15-337	323	513
HSKHDBE01EMQE5	62-427	366	15-427	413	523
HSKHDBE01BCPI9	57-407	351	15-407	393	521
HSKHDBE01ASZK0	56-341	286	15-341	327	544
HSKHDBE01DGQE7	56-383	328	15-383	369	511
HSKHDBE01D7S4U	57-67	11	15-67	53	508
HSKHDBE01EOVFF	59-446	388	15-446	432	504
HSKHDBE01DCVKO	57-335	279	15-335	321	493
HSKHDBE01A2M3D	54-153	100	15-153	139	744
HSKHDBE01BOAEK	54-493	440	15-493	479	513
HSKHDBE01CAYMD	57-396	340	15-396	382	501
HSKHDBE01CBRXS	58-90	33	15-90	76	526
HSKHDBE01BW229	55-73	19	15-73	59	771
HSKHDBE01CTKMK	54-325	272	15-325	311	518
HSKHDBE01BVKLT	37-106	70	15-114	100	843
HSKHDBE01CNBUC	54-465	412	15-465	451	506
HSKHDBE01DKVRF	56-442	387	15-442	428	497
HSKHDBE01AK6AL	59-340	282	15-340	326	541
HSKHDBE01BF72X	56-478	423	15-478	464	494
HSKHDBE01ATH6Q	53-357	305	15-357	343	552
HSKHDBE01CG6BT	93-331	239	15-349	335	531
HSKHDBE01EWVNA	56-333	278	15-361	347	584
HSKHDBE01BY9B4	56-488	433	15-488	474	518
HSKHDBE01BK5YW	55-81	27	15-81	67	648
HSKHDBE01AQIVL	57-264	208	15-264	250	527
HSKHDBE01A943C	57-365	309	15-365	351	536
HSKHDBE01DPM3J	58-446	389	15-446	432	538
HSKHDBE01CCLDI	58-72	15	15-72	58	635
HSKHDBE01ADDXQ	58-147	90	15-171	157	520
HSKHDBE01ECPNX	57-88	32	15-88	74	583
HSKHDBE01E5VQO	57-461	405	15-461	447	512
HSKHDBE01ET5U8	58-375	318	15-385	371	512
HSKHDBE01EPQWV	56-485	430	15-485	471	494
HSKHDBE01B51YN	58-147	90	15-164	150	651
HSKHDBE01D8R0Z	56-487	432	15-487	473	493
HSKHDBE01ASNEE	56-305	250	15-305	291	588
HSKHDBE01EFDKD	54-460	407	15-489	475	523
HSKHDBE01DCUUJ	57-402	346	15-402	388	519
HSKHDBE01B2WFL	50-50	1	15-50	36	393
HSKHDBE01DW9JT	59-515	457	15-515	501	519
HSKHDBE01DR5Z4	61-117	57	15-146	132	529
HSKHDBE01CRFHM	59-411	353	15-411	397	503
HSKHDBE01CRU6I	54-57	4	15-57	43	805
HSKHDBE01A8YNU	55-103	49	15-103	89	545
HSKHDBE01B1QQT	56-401	346	15-401	387	547
HSKHDBE01DA2XM	56-472	417	15-472	458	493
HSKHDBE01CB9OX	55-346	292	15-346	332	512
HSKHDBE01CSOWY	56-340	285	15-340	326	611
HSKHDBE01D802W	56-462	407	15-462	448	500
HSKHDBE01DQGSL	56-505	450	15-505	491	528
HSKHDBE01CH10C	61-359	299	15-359	345	496
HSKHDBE01ES68T	56-333	278	15-351	337	528
HSKHDBE01ATTCB	59-406	348	15-406	392	510
HSKHDBE01BPL3O	56-280	225	15-280	266	514
HSKHDBE01CA918	56-381	326	15-381	367	503
HSKHDBE01CJRUE	55-180	126	15-180	166	745
HSKHDBE01CSKL7	55-410	356	15-415	401	518
HSKHDBE01BUXBG	57-404	348	15-405	391	502
HSKHDBE01ANZPY	56-394	339	15-394	380	512
HSKHDBE01DJKWJ	55-477	423	15-477	463	517
HSKHDBE01CXB1Q	47-47	1	15-65	51	778
HSKHDBE01A6EYF	56-400	345	15-419	405	527
HSKHDBE01BLMO7	57-120	64	15-120	106	608
HSKHDBE01EZ6DH	59-408	350	15-408	394	522
HSKHDBE01ECYIZ	54-436	383	15-436	422	500
HSKHDBE01EHGGX	56-429	374	15-429	415	496
HSKHDBE01CNU5G	57-372	316	15-372	358	538
HSKHDBE01D76CD	59-441	383	15-451	437	472
HSKHDBE01EMI1W	56-345	290	15-345	331	498
HSKHDBE01AN3SR	56-263	208	15-263	249	507
HSKHDBE01AED3Z	56-182	127	15-182	168	655
HSKHDBE01CFVXH	58-359	302	15-359	345	464
HSKHDBE01DCPPE	58-437	380	15-437	423	511
HSKHDBE01DL87G	57-337	281	15-337	323	502
HSKHDBE01BWJSZ	86-86	1	15-86	72	579
HSKHDBE01DCX22	61-400	340	15-400	386	522
HSKHDBE01ADUVO	56-222	167	15-222	208	778
HSKHDBE01CNIBI	58-418	361	15-418	404	550
HSKHDBE01D9ITQ	62-438	377	15-438	424	509
HSKHDBE01C1XRD	60-503	444	15-503	489	516
HSKHDBE01EXNHW	63-389	327	15-389	375	512
HSKHDBE01AYE85	54-330	277	15-330	316	506
HSKHDBE01B1GMN	59-442	384	15-456	442	516
HSKHDBE01CGW38	55-74	20	15-74	60	836
HSKHDBE01B30MX	57-68	12	15-68	54	512
HSKHDBE01AM9K2	57-322	266	15-322	308	502
HSKHDBE01CHOT4	58-334	277	15-360	346	527
HSKHDBE01D0X2W	54-420	367	15-420	406	524
HSKHDBE01A7GNY	56-431	376	15-486	472	509
HSKHDBE01BEX11	56-429	374	15-429	415	499
HSKHDBE01DPQ44	56-473	418	15-481	467	519
HSKHDBE01EWISW	57-282	226	15-333	319	367
HSKHDBE01CFYJ5	54-327	274	15-327	313	555
HSKHDBE01D7BHV	36-36	1	15-47	33	470
HSKHDBE01EOSKN	57-124	68	15-124	110	510
HSKHDBE01EQ984	55-432	378	15-432	418	526
HSKHDBE01ASVRA	58-339	282	15-339	325	567
HSKHDBE01DTMWF	57-410	354	15-410	396	527
HSKHDBE01DYNNZ	57-489	433	15-489	475	530
HSKHDBE01DOUZ8	57-407	351	15-408	394	497
HSKHDBE01BSHRG	56-472	417	15-472	458	498
HSKHDBE01C49ZD	60-392	333	15-392	378	499
HSKHDBE01DWNQB	57-477	421	15-477	463	494
HSKHDBE01DKJPU	55-494	440	15-494	480	514
HSKHDBE01C1LQX	58-381	324	15-396	382	539
HSKHDBE01DPDG1	61-456	396	15-456	442	503
HSKHDBE01BYDFR	59-376	318	15-376	362	559
HSKHDBE01DARUT	56-404	349	15-404	390	593
HSKHDBE01CZQIF	61-509	449	15-509	495	514
HSKHDBE01B89RJ	56-466	411	15-466	452	501
HSKHDBE01A0NTN	55-410	356	15-422	408	522
HSKHDBE01DBCAQ	57-483	427	15-483	469	511
HSKHDBE01CFD5K	58-331	274	15-331	317	529
HSKHDBE01ANAJD	60-265	206	15-265	251	510
HSKHDBE01EOYSO	61-242	182	15-242	228	719
HSKHDBE01APNI4	62-366	305	15-366	352	514
HSKHDBE01BH7M6	58-455	398	15-489	475	512
HSKHDBE01BXJU6	57-326	270	15-326	312	516
HSKHDBE01A8EBZ	56-382	327	15-382	368	547
HSKHDBE01CYRLO	15-49	35	15-67	53	627
HSKHDBE01AJDC5	61-362	302	15-362	348	524
HSKHDBE01CQFJJ	93-511	419	15-511	497	518
HSKHDBE01AJ9JG	58-417	360	15-417	403	547
HSKHDBE01B3OK3	56-415	360	15-415	401	500
HSKHDBE01C1B0V	62-123	62	15-123	109	606
HSKHDBE01B66H0	57-333	277	15-333	319	501
HSKHDBE01AEIE4	62-440	379	15-440	426	515
HSKHDBE01ADC1M	55-352	298	15-352	338	528
HSKHDBE01ER4IR	54-408	355	15-425	411	516
HSKHDBE01DVLPW	56-59	4	15-95	81	134
HSKHDBE01DX3LX	59-385	327	15-389	375	522
HSKHDBE01E0M3R	60-410	351	15-410	396	494
HSKHDBE01DC6YD	61-218	158	15-234	220	330
HSKHDBE01EPA6R	58-203	146	15-203	189	691
HSKHDBE01CAFF7	59-442	384	15-456	442	514
HSKHDBE01D8KBX	57-204	148	15-204	190	562
HSKHDBE01ARAT1	60-363	304	15-363	349	514
HSKHDBE01DSXAJ	59-529	471	15-538	524	545
HSKHDBE01BGP3U	60-469	410	15-469	455	500
HSKHDBE01DMJWB	54-363	310	15-363	349	508
HSKHDBE01A7ZH2	55-412	358	15-417	403	517
HSKHDBE01A5WB0	55-486	432	15-486	472	492
HSKHDBE01ESXT5	54-266	213	15-287	273	535
HSKHDBE01EM2PR	63-176	114	15-176	162	419
HSKHDBE01AS7Q3	57-420	364	15-420	406	534
HSKHDBE01BB904	56-304	249	15-304	290	531
HSKHDBE01AWL2Z	56-477	422	15-477	463	494
HSKHDBE01ESWOI	58-350	293	15-350	336	511
HSKHDBE01A0LGN	56-390	335	14-390	377	499
HSKHDBE01BP02F	55-297	243	15-297	283	597
HSKHDBE01EV5NX	59-499	441	15-499	485	516
HSKHDBE01AU7I4	61-452	392	15-452	438	507
HSKHDBE01ELPVS	55-139	85	15-139	125	519
HSKHDBE01B17DR	56-433	378	15-458	444	504
HSKHDBE01DZIB2	59-506	448	15-506	492	528
HSKHDBE01CK9SA	57-441	385	15-441	427	494
HSKHDBE01ETF4D	57-474	418	15-474	460	520
HSKHDBE01APOCW	93-399	307	15-429	415	482
HSKHDBE01BUCF8	57-387	331	15-387	373	501
HSKHDBE01C881J	57-390	334	15-390	376	552
HSKHDBE01DLDTK	53-360	308	15-360	346	552
HSKHDBE01CSKRL	55-409	355	15-409	395	521
HSKHDBE01D1209	55-409	355	15-409	395	520
HSKHDBE01ATT3W	59-311	253	15-311	297	314
HSKHDBE01ANA98	60-396	337	15-396	382	496
HSKHDBE01AJGBY	58-225	168	15-225	211	560
HSKHDBE01ETSTK	56-329	274	15-329	315	331
HSKHDBE01D937Y	57-466	410	15-466	452	520
HSKHDBE01A1JP9	53-352	300	15-352	338	535
HSKHDBE01D2EVZ	62-396	335	15-396	382	515
HSKHDBE01BSJAA	54-346	293	15-346	332	511
HSKHDBE01EJVBI	57-462	406	15-462	448	512
HSKHDBE01DA64G	54-349	296	15-364	350	550
HSKHDBE01BHWER	54-428	375	15-428	414	509
HSKHDBE01AGM9X	55-305	251	15-305	291	530
HSKHDBE01DDHE1	57-416	360	15-416	402	536
HSKHDBE01B40WU	56-427	372	15-427	413	557
HSKHDBE01CWSTI	56-424	369	15-424	410	497
HSKHDBE01DGCOC	54-397	344	15-397	383	522
HSKHDBE01CLXQN	54-383	330	15-383	369	503
HSKHDBE01EZ4FG	60-388	329	15-388	374	494
HSKHDBE01AKYQY	58-385	328	15-385	371	510
HSKHDBE01BLEQD	56-376	321	15-376	362	527
HSKHDBE01EO9KJ	57-407	351	15-407	393	521
HSKHDBE01E2M4D	54-461	408	15-496	482	522
HSKHDBE01CSM25	54-253	200	15-299	285	353
HSKHDBE01B7LLG	57-239	183	15-239	225	546
HSKHDBE01D8Q1K	55-372	318	15-372	358	524
HSKHDBE01A9YPO	57-427	371	15-427	413	524
HSKHDBE01EG8UU	55-443	389	15-443	429	524
HSKHDBE01EHET4	56-439	384	15-458	444	555
HSKHDBE01BV2PV	55-443	389	15-443	429	525
HSKHDBE01BB2RJ	55-389	335	15-389	375	532
HSKHDBE01DSKAG	59-503	445	15-503	489	529
HSKHDBE01ATKB4	59-496	438	15-496	482	531
HSKHDBE01EQR7J	61-439	379	15-439	425	510
HSKHDBE01DWESJ	44-44	1	15-44	30	550
HSKHDBE01BO595	59-139	81	15-139	125	500
HSKHDBE01E2ZPA	56-348	293	15-348	334	358
HSKHDBE01DWZIK	46-46	1	15-46	32	572
HSKHDBE01C8RK4	59-351	293	15-351	337	610
HSKHDBE01DUNFO	59-386	328	15-390	376	509
HSKHDBE01D1Q02	37-94	58	15-94	80	746
HSKHDBE01EEFND	59-378	320	15-408	394	529
HSKHDBE01ERF3Q	56-491	436	15-491	477	498
HSKHDBE01DGXDE	53-53	1	15-53	39	658
HSKHDBE01CVS2V	55-399	345	15-399	385	532
HSKHDBE01CBIDX	54-505	452	15-505	491	511
HSKHDBE01APLLQ	59-437	379	15-437	423	516
HSKHDBE01BZF18	59-427	369	15-427	413	514
HSKHDBE01BE1PJ	56-143	88	15-143	129	507
HSKHDBE01DUA42	55-475	421	15-475	461	517
HSKHDBE01DME0S	53-92	40	15-92	78	626
HSKHDBE01DIKS7	60-401	342	15-401	387	496
HSKHDBE01E0YJR	57-416	360	15-416	402	500
HSKHDBE01DD6XI	57-334	278	15-334	320	501
HSKHDBE01BRLHQ	59-476	418	15-476	462	506
HSKHDBE01C9JIC	56-346	291	15-346	332	536
HSKHDBE01DFFCD	56-368	313	15-368	354	514
HSKHDBE01DAS17	54-456	403	15-456	442	511
HSKHDBE01BNJZH	56-369	314	15-369	355	500
HSKHDBE01CQYYX	61-464	404	15-464	450	470
HSKHDBE01BDLMA	57-433	377	15-446	432	547
HSKHDBE01DS3ZG	62-159	98	15-159	145	523
HSKHDBE01AKTV5	61-507	447	15-507	493	518
HSKHDBE01BNTRN	56-424	369	15-424	410	520
HSKHDBE01BF1F2	57-458	402	15-458	444	539
HSKHDBE01DJKAW	62-230	169	15-230	216	737
HSKHDBE01B3ODV	55-354	300	15-354	340	518
HSKHDBE01C49Q2	57-494	438	15-494	480	503
HSKHDBE01ARPR6	61-378	318	15-378	364	509
HSKHDBE01ENUV8	59-436	378	15-436	422	529
HSKHDBE01DD8AV	59-352	294	15-352	338	519
HSKHDBE01AV921	55-67	13	15-67	53	704
HSKHDBE01BCJ3X	57-334	278	15-334	320	498
HSKHDBE01DK5Q3	56-510	455	15-558	544	564
HSKHDBE01DXFVP	56-379	324	15-379	365	502
HSKHDBE01EVGP8	58-375	318	15-375	361	468
HSKHDBE01CA2D8	58-516	459	15-516	502	523
HSKHDBE01EF4YT	55-175	121	15-175	161	706
HSKHDBE01A1V0J	54-442	389	15-442	428	519
HSKHDBE01BOTYK	57-334	278	15-353	339	496
HSKHDBE01DHA2O	57-295	239	15-295	281	508
HSKHDBE01EP8SF	56-479	424	15-479	465	549
HSKHDBE01BOMAC	54-65	12	15-65	51	1099
HSKHDBE01B5QC5	61-465	405	15-485	471	519
HSKHDBE01A54IN	93-463	371	15-463	449	520
HSKHDBE01D9C83	58-126	69	15-126	112	630
HSKHDBE01BM3EB	61-428	368	15-428	414	517
HSKHDBE01EBYMJ	56-294	239	15-294	280	527
HSKHDBE01CLKNN	59-146	88	15-146	132	668
HSKHDBE01C6H9U	56-506	451	15-524	510	559
HSKHDBE01A3EOM	54-230	177	15-230	216	691
HSKHDBE01ALOA6	56-411	356	15-411	397	498
HSKHDBE01DRMKC	55-200	146	15-200	186	621
HSKHDBE01DOYB3	56-468	413	15-468	454	493
HSKHDBE01CES0R	54-195	142	15-195	181	731
HSKHDBE01B86EH	53-354	302	15-354	340	534
HSKHDBE01A9RD7	57-419	363	15-419	405	511
HSKHDBE01B6K88	56-489	434	15-489	475	495
HSKHDBE01D4O05	59-414	356	15-414	400	526
HSKHDBE01EFM6D	56-420	365	15-420	406	507
HSKHDBE01ENW8U	58-445	388	15-445	431	543
HSKHDBE01A6Y1J	58-449	392	15-449	435	510
HSKHDBE01DP6EJ	60-302	243	15-302	288	544
HSKHDBE01AUO29	56-117	62	15-117	103	561
HSKHDBE01AY6DO	54-379	326	15-412	398	516
HSKHDBE01ERS75	57-124	68	15-124	110	558
HSKHDBE01CUXQ7	56-154	99	15-154	140	822
HSKHDBE01C078B	56-489	434	15-489	475	495
HSKHDBE01A6F3X	58-375	318	15-402	388	512
HSKHDBE01AHKTQ	56-499	444	15-499	485	516
HSKHDBE01CYJK8	62-396	335	15-396	382	519
HSKHDBE01CQONP	59-392	334	15-392	378	524
HSKHDBE01A2O6G	58-137	80	15-137	123	509
HSKHDBE01E692X	61-441	381	15-441	427	540
HSKHDBE01BPU9J	56-333	278	15-333	319	506
HSKHDBE01A8GYF	54-453	400	15-453	439	467
HSKHDBE01DIBGH	54-302	249	15-302	288	550
HSKHDBE01BUW6N	59-524	466	15-524	510	530
HSKHDBE01CYSXY	61-465	405	15-465	451	467
HSKHDBE01CSKPF	54-364	311	15-364	350	555
HSKHDBE01CW3Y4	59-485	427	15-485	471	527
HSKHDBE01BV3PV	59-457	399	15-457	443	506
HSKHDBE01EG1CP	60-476	417	15-476	462	497
HSKHDBE01CNFWQ	55-320	266	15-320	306	657
HSKHDBE01DEPOV	55-443	389	15-443	429	525
HSKHDBE01EQQVG	59-473	415	15-473	459	535
HSKHDBE01AK6YA	57-460	404	15-460	446	493
HSKHDBE01ES9HJ	53-406	354	15-406	392	539
HSKHDBE01CHN6X	55-426	372	15-426	412	520
HSKHDBE01CC078	55-55	1	15-55	41	593
HSKHDBE01DS5BA	56-479	424	15-479	465	489
HSKHDBE01ES80G	56-70	15	15-70	56	555
HSKHDBE01D3DKG	56-346	291	15-354	340	498
HSKHDBE01B0YTB	62-278	217	15-278	264	556
HSKHDBE01DW6U2	56-491	436	15-491	477	516
HSKHDBE01EQMQC	62-396	335	15-396	382	510
HSKHDBE01C97B0	59-414	356	15-414	400	476
HSKHDBE01ED6L7	59-449	391	15-449	435	504
HSKHDBE01AMXCM	55-332	278	15-332	318	528
HSKHDBE01C49EZ	55-410	356	15-425	411	519
HSKHDBE01C88Y1	62-351	290	15-351	337	511
HSKHDBE01APNAT	56-92	37	15-92	78	607
HSKHDBE01BQ3U2	55-155	101	15-155	141	784
HSKHDBE01DBITT	62-239	178	15-239	225	527
HSKHDBE01A23HH	62-381	320	15-381	367	513
HSKHDBE01DAFVC	57-468	412	15-481	467	540
HSKHDBE01A0CC5	57-345	289	15-345	331	522
HSKHDBE01C6H2R	93-380	288	15-380	366	524
HSKHDBE01BBAO7	61-376	316	15-376	362	533
HSKHDBE01D5ZTQ	59-495	437	15-495	481	528
HSKHDBE01CN7VS	59-437	379	15-437	423	513
HSKHDBE01EHTL7	56-483	428	15-483	469	507
HSKHDBE01CWQI6	56-358	303	15-365	351	607
HSKHDBE01D0S18	56-377	322	15-377	363	517
HSKHDBE01CBJOY	56-400	345	15-400	386	525
HSKHDBE01DWI66	57-71	15	15-82	68	629
HSKHDBE01A0YOC	57-300	244	15-312	298	552
HSKHDBE01ASXEH	56-358	303	15-371	357	548
HSKHDBE01CX69S	56-427	372	15-427	413	529
HSKHDBE01BD7D7	59-440	382	15-440	426	507
HSKHDBE01D0TRS	62-253	192	15-264	250	355
HSKHDBE01ATTTP	57-420	364	15-420	406	522
HSKHDBE01BDO55	59-494	436	15-494	480	529
HSKHDBE01D8ICO	56-408	353	15-408	394	517
HSKHDBE01C2Z6V	57-488	432	15-488	474	524
HSKHDBE01BJHVI	59-497	439	15-497	483	528
HSKHDBE01CK97U	56-299	244	15-299	285	548
HSKHDBE01EEN8P	57-428	372	15-428	414	507
HSKHDBE01D4YA1	54-418	365	15-418	404	523
HSKHDBE01DW4F3	59-439	381	15-448	434	473
HSKHDBE01CJ6HX	56-387	332	15-387	373	520
HSKHDBE01CES60	54-383	330	15-383	369	502
HSKHDBE01AF1I1	53-424	372	15-424	410	538
HSKHDBE01BM9AE	57-444	388	15-444	430	538
HSKHDBE01C3F9J	59-505	447	15-505	491	529
HSKHDBE01CB8IA	56-414	359	15-414	400	584
HSKHDBE01EH3PN	62-254	193	15-310	296	348
HSKHDBE01DMKBM	59-507	449	15-507	493	518
HSKHDBE01EYP6U	58-421	364	15-421	407	509
HSKHDBE01BZTB4	59-296	238	15-296	282	585
HSKHDBE01C8VAT	56-225	170	15-233	219	525
HSKHDBE01BVM17	59-429	371	15-429	415	508
HSKHDBE01CWK5C	56-491	436	15-491	477	517
HSKHDBE01EJYV5	60-162	103	15-162	148	587
HSKHDBE01EKCSE	54-349	296	15-369	355	508
HSKHDBE01AHNGD	53-349	297	15-349	335	523
HSKHDBE01AYM47	56-396	341	15-396	382	514
HSKHDBE01B67S9	55-411	357	15-423	409	519
HSKHDBE01DMY8I	57-291	235	15-328	314	370
HSKHDBE01DC959	57-473	417	15-473	459	543
HSKHDBE01CPMXM	36-36	1	15-65	51	526
HSKHDBE01BLBYY	93-460	368	15-460	446	520
HSKHDBE01CDX2A	58-375	318	15-383	369	525
HSKHDBE01B9SQE	58-335	278	15-336	322	524
HSKHDBE01BNL0I	55-181	127	15-181	167	503
HSKHDBE01AYCKA	59-509	451	15-509	495	532
HSKHDBE01BTZ14	56-409	354	15-409	395	533
HSKHDBE01EFJES	58-327	270	15-327	313	643
HSKHDBE01CZYFD	55-450	396	15-450	436	523
HSKHDBE01APXN1	59-431	373	15-431	417	508
HSKHDBE01EYFBX	59-516	458	15-516	502	520
HSKHDBE01C1OTF	59-496	438	15-496	482	529
HSKHDBE01AWV1A	56-388	333	15-388	374	514
HSKHDBE01CSOVV	59-439	381	15-439	425	517
HSKHDBE01B67N5	55-523	469	15-523	509	525
HSKHDBE01CJ0UP	56-229	174	15-229	215	231
HSKHDBE01DSMRK	58-334	277	15-334	320	557
HSKHDBE01AG0DN	56-390	335	15-390	376	519
HSKHDBE01ANGAF	62-323	262	15-323	309	508
HSKHDBE01EHDPY	54-401	348	15-413	399	508
HSKHDBE01A96Y8	55-511	457	15-512	498	524
HSKHDBE01B46PF	59-470	412	15-470	456	520
HSKHDBE01CFDPU	55-398	344	15-398	384	523
HSKHDBE01AWRCD	56-427	372	15-427	413	517
HSKHDBE01BMDWO	61-497	437	15-497	483	510
HSKHDBE01EFNZA	56-352	297	15-352	338	505
HSKHDBE01AJ3JA	58-382	325	15-382	368	511
HSKHDBE01EL548	59-333	275	15-348	334	480
HSKHDBE01CHOTR	57-388	332	15-388	374	497
HSKHDBE01CFRXX	57-413	357	15-413	399	545
HSKHDBE01DCKDS	56-500	445	15-500	486	525
HSKHDBE01B1U41	62-392	331	15-392	378	514
HSKHDBE01A8DN7	55-431	377	15-431	417	525
HSKHDBE01AMO08	57-404	348	15-404	390	503
HSKHDBE01EV22L	57-149	93	15-149	135	498
HSKHDBE01AMJK8	56-402	347	15-402	388	523
HSKHDBE01B3D8W	54-343	290	15-343	329	518
HSKHDBE01B45XP	58-335	278	15-335	321	517
HSKHDBE01C1D5Y	56-379	324	15-379	365	554
HSKHDBE01D505G	58-66	9	15-66	52	548
HSKHDBE01APTGL	56-145	90	15-145	131	517
HSKHDBE01C1KD2	57-318	262	15-318	304	496
HSKHDBE01BVL12	57-209	153	15-211	197	398
HSKHDBE01C9UOP	55-461	407	15-461	447	516
HSKHDBE01B3N1L	59-427	369	15-427	413	515
HSKHDBE01EC46A	61-320	260	15-320	306	323
HSKHDBE01BIYGR	58-456	399	14-456	443	525
HSKHDBE01BMT87	53-354	302	15-354	340	531
HSKHDBE01CHMQV	59-504	446	15-504	490	526
HSKHDBE01CLEGG	56-359	304	15-359	345	525
HSKHDBE01B5TKT	57-469	413	15-469	455	510
HSKHDBE01CM51U	57-291	235	15-291	277	543
HSKHDBE01ELJ6F	55-189	135	15-189	175	515
HSKHDBE01AW5WL	56-398	343	15-406	392	519
HSKHDBE01EACSH	57-485	429	15-485	471	506
HSKHDBE01ETMTX	57-334	278	15-352	338	494
HSKHDBE01BVMYW	56-432	377	15-434	420	506
HSKHDBE01DPBAV	59-433	375	15-433	419	517
HSKHDBE01A3FZW	56-439	384	15-439	425	550
HSKHDBE01BRILX	62-406	345	15-406	392	509
HSKHDBE01DKJNB	59-486	428	15-486	472	496
HSKHDBE01DK7PD	62-370	309	15-370	356	533
HSKHDBE01BIDX5	54-177	124	15-177	163	536
HSKHDBE01B4MG7	58-376	319	15-396	382	518
HSKHDBE01D6NGT	55-376	322	15-376	362	529
HSKHDBE01A4HYQ	60-417	358	15-417	403	493
HSKHDBE01B4PO2	57-343	287	15-343	329	522
HSKHDBE01EMXXO	54-439	386	15-439	425	523
HSKHDBE01A031W	52-434	383	15-434	420	536
HSKHDBE01BUURT	54-412	359	15-413	399	519
HSKHDBE01EMBWO	59-290	232	15-299	285	580
HSKHDBE01CG5V1	57-323	267	15-323	309	506
HSKHDBE01BWM1D	56-398	343	15-398	384	491
HSKHDBE01CMQVB	57-529	473	15-529	515	533
HSKHDBE01EPWHB	56-322	267	15-322	308	509
HSKHDBE01AGGH9	57-453	397	15-453	439	526
HSKHDBE01B9XLR	62-310	249	15-310	296	312
HSKHDBE01EYJDJ	54-60	7	15-60	46	646
HSKHDBE01D0XWE	62-138	77	15-138	124	681
HSKHDBE01B6U7O	57-496	440	15-496	482	539
HSKHDBE01A57FM	57-301	245	15-312	298	528
HSKHDBE01EIW21	54-185	132	15-219	205	640
HSKHDBE01CB1TB	56-387	332	15-387	373	529
HSKHDBE01AR6XQ	58-375	318	15-406	392	517
HSKHDBE01B7Y2S	55-396	342	15-396	382	527
HSKHDBE01ETIAF	57-80	24	15-80	66	641
HSKHDBE01D8FZJ	56-459	404	15-459	445	500
HSKHDBE01EAFCR	56-413	358	15-413	399	497
HSKHDBE01EF5CW	57-296	240	15-296	282	628
HSKHDBE01CMCJ5	56-402	347	15-414	400	504
HSKHDBE01B5A94	56-348	293	15-348	334	519
HSKHDBE01AHOQ3	56-479	424	15-479	465	512
HSKHDBE01BI111	57-281	225	15-281	267	374
HSKHDBE01CC7B6	55-258	204	15-258	244	509
HSKHDBE01C22VK	54-123	70	15-123	109	533
HSKHDBE01CG7LI	93-514	422	15-514	500	521
HSKHDBE01EX1A2	56-486	431	15-486	472	500
HSKHDBE01C57T9	54-356	303	15-356	342	512
HSKHDBE01AKO4C	58-203	146	15-240	226	305
HSKHDBE01B1QID	57-301	245	15-327	313	520
HSKHDBE01CZVD3	54-349	296	15-362	348	524
HSKHDBE01BHD52	61-465	405	15-465	451	501
HSKHDBE01CEA3S	59-319	261	15-319	305	519
HSKHDBE01EYI00	61-451	391	15-451	437	504
HSKHDBE01ACYA4	57-425	369	15-425	411	516
HSKHDBE01CZ05G	56-178	123	15-199	185	552
HSKHDBE01BEVYU	60-67	8	15-67	53	510
HSKHDBE01D98DL	58-412	355	15-412	398	518
HSKHDBE01D42BV	57-342	286	15-342	328	494
HSKHDBE01CH19X	61-417	357	15-417	403	520
HSKHDBE01BO2JG	57-223	167	15-223	209	513
HSKHDBE01EO59D	57-374	318	15-374	360	549
HSKHDBE01DUWLF	93-470	378	15-470	456	521
HSKHDBE01BCCOB	55-427	373	15-427	413	519
HSKHDBE01CY4WH	55-130	76	15-130	116	539
HSKHDBE01ER0J1	58-334	277	15-334	320	518
HSKHDBE01ARTPZ	55-318	264	15-318	304	534
HSKHDBE01CHWWJ	56-494	439	15-494	480	504
HSKHDBE01DJWYU	59-443	385	15-449	435	516
HSKHDBE01DVQ3P	59-451	393	15-451	437	521
HSKHDBE01EJGVZ	56-397	342	15-397	383	517
HSKHDBE01B6U27	56-135	80	15-135	121	588
HSKHDBE01A3RHI	55-351	297	15-351	337	526
HSKHDBE01BD3AO	57-404	348	15-404	390	498
